execution_id,asm_name,rule_signature,tot_conditional_rules,covered_true_conditional_rules,covered_false_conditional_rules,tot_update_rules,covered_update_rules,failing_scenarios
exec_Ascensore_ccf4d22d-3d0c-4983-93b4-0f0b57cf6e13,Ascensore,r_Main(),6,5,4,7,5,none
exec_ATM3v2_a89b7989-21b7-4e38-b2be-ea51478743f5,ATM3v2,r_Main(),2,0,2,1,0,none
exec_ATM3v2_a89b7989-21b7-4e38-b2be-ea51478743f5,ATM3v2,r_chooseService(),5,0,1,4,0,none
exec_ATM3v2_a89b7989-21b7-4e38-b2be-ea51478743f5,ATM3v2,r_insertcard(),2,2,1,2,2,none
exec_ATM3v2_a89b7989-21b7-4e38-b2be-ea51478743f5,ATM3v2,r_chooseAmount(),3,0,1,2,0,none
exec_ATM3v2_a89b7989-21b7-4e38-b2be-ea51478743f5,ATM3v2,r_enterPin(),2,1,2,3,1,none
exec_ATM3v2_a89b7989-21b7-4e38-b2be-ea51478743f5,ATM3v2,r_prelievo(),6,0,2,0,0,none
exec_CashPoint_b93c1376-ac0d-4486-ad00-351cd3cd2a23,CashPoint,"r_insertedCard(Till,Card)",1,1,1,2,2,none
exec_CashPoint_b93c1376-ac0d-4486-ad00-351cd3cd2a23,CashPoint,r_main(),0,0,0,0,0,none
exec_CashPoint_b93c1376-ac0d-4486-ad00-351cd3cd2a23,CashPoint,r_validPin(Till),2,0,1,2,0,none
exec_CashPoint_b93c1376-ac0d-4486-ad00-351cd3cd2a23,CashPoint,r_enterPin(Till),4,2,2,3,0,none
exec_CashPoint_b93c1376-ac0d-4486-ad00-351cd3cd2a23,CashPoint,r_insertCard(Till),0,0,0,0,0,none
exec_Cassaforte_e73c9da8-f284-4443-9fb5-22163d64c0f1,Cassaforte,r_Main(),2,2,2,2,2,none
exec_Certifier_nochoose_noundef_abd1ff0d-8fe3-4cbb-8f37-a081057a34c7,Certifier_nochoose_noundef,r_rightAnswer(),1,1,0,0,0,none
exec_Certifier_nochoose_noundef_abd1ff0d-8fe3-4cbb-8f37-a081057a34c7,Certifier_nochoose_noundef,r_wrongAnswer(),1,1,1,1,1,none
exec_Certifier_nochoose_noundef_abd1ff0d-8fe3-4cbb-8f37-a081057a34c7,Certifier_nochoose_noundef,r_checkanswer(),1,1,1,0,0,none
exec_Certifier_nochoose_noundef_abd1ff0d-8fe3-4cbb-8f37-a081057a34c7,Certifier_nochoose_noundef,r_wrongCheckLevel(),1,1,1,1,1,none
exec_Certifier_nochoose_noundef_abd1ff0d-8fe3-4cbb-8f37-a081057a34c7,Certifier_nochoose_noundef,r_chooseshape(),0,0,0,4,4,none
exec_Certifier_nochoose_noundef_abd1ff0d-8fe3-4cbb-8f37-a081057a34c7,Certifier_nochoose_noundef,r_2ErrorGoBack(),1,1,0,5,4,none
exec_Certifier_nochoose_noundef_abd1ff0d-8fe3-4cbb-8f37-a081057a34c7,Certifier_nochoose_noundef,r_rightAnswNoLoop(),0,0,0,3,3,none
exec_Certifier_nochoose_noundef_abd1ff0d-8fe3-4cbb-8f37-a081057a34c7,Certifier_nochoose_noundef,r_goOut(),0,0,0,2,2,none
exec_Certifier_nochoose_noundef_abd1ff0d-8fe3-4cbb-8f37-a081057a34c7,Certifier_nochoose_noundef,r_skip(),1,1,1,1,1,none
exec_Certifier_nochoose_noundef_abd1ff0d-8fe3-4cbb-8f37-a081057a34c7,Certifier_nochoose_noundef,r_wrong(),1,1,0,2,1,none
exec_Certifier_nochoose_noundef_abd1ff0d-8fe3-4cbb-8f37-a081057a34c7,Certifier_nochoose_noundef,r_exit(),2,0,1,2,0,none
exec_Certifier_nochoose_noundef_abd1ff0d-8fe3-4cbb-8f37-a081057a34c7,Certifier_nochoose_noundef,r_levelno1(),1,1,0,0,0,none
exec_Certifier_nochoose_noundef_abd1ff0d-8fe3-4cbb-8f37-a081057a34c7,Certifier_nochoose_noundef,r_test(),3,3,3,0,0,none
exec_Certifier_nochoose_noundef_abd1ff0d-8fe3-4cbb-8f37-a081057a34c7,Certifier_nochoose_noundef,r_setCertifier(),1,1,0,2,1,none
exec_Certifier_nochoose_noundef_abd1ff0d-8fe3-4cbb-8f37-a081057a34c7,Certifier_nochoose_noundef,r_Main(),1,1,1,0,0,none
exec_CoffeeVendingMachineNC_7e4b39c0-4035-4e08-98ad-78808b42c698,CoffeeVendingMachineNC,r_serveProduct(Product),0,0,0,2,2,none
exec_CoffeeVendingMachineNC_7e4b39c0-4035-4e08-98ad-78808b42c698,CoffeeVendingMachineNC,r_Main(),6,5,2,0,0,none
exec_Contatore_U_DA_H_c6198250-15f5-4888-9594-d15f13ef2e2c,Contatore_U_DA_H,r_Contatore(),1,1,1,0,0,none
