execution_id,asm_name,rule_signature,tot_conditional_rules,covered_true_conditional_rules,covered_false_conditional_rules,tot_update_rules,covered_update_rules,failing_scenarios
exec_Ascensore_a4a25092-4de9-48d6-a879-9a761626774c,Ascensore,r_Main(),6,3,2,7,3,none
exec_ATM3v2_f2e561e6-e9a5-4e5a-b129-e3f83fffeb0a,ATM3v2,r_Main(),2,0,2,1,0,none
exec_ATM3v2_f2e561e6-e9a5-4e5a-b129-e3f83fffeb0a,ATM3v2,r_chooseService(),5,0,1,4,0,none
exec_ATM3v2_f2e561e6-e9a5-4e5a-b129-e3f83fffeb0a,ATM3v2,r_insertcard(),2,2,1,2,2,none
exec_ATM3v2_f2e561e6-e9a5-4e5a-b129-e3f83fffeb0a,ATM3v2,r_chooseAmount(),3,0,1,2,0,none
exec_ATM3v2_f2e561e6-e9a5-4e5a-b129-e3f83fffeb0a,ATM3v2,r_enterPin(),2,1,2,3,1,none
exec_ATM3v2_f2e561e6-e9a5-4e5a-b129-e3f83fffeb0a,ATM3v2,r_prelievo(),6,0,2,0,0,none
exec_CashPoint_73430f04-410f-4ffa-93a9-9e222723029b,CashPoint,"r_insertedCard(Till,Card)",1,1,1,2,2,src\main\resources\randomtests\CashPoint\testtest0.avalla
exec_CashPoint_73430f04-410f-4ffa-93a9-9e222723029b,CashPoint,r_main(),0,0,0,0,0,src\main\resources\randomtests\CashPoint\testtest0.avalla
exec_CashPoint_73430f04-410f-4ffa-93a9-9e222723029b,CashPoint,r_validPin(Till),2,0,1,2,0,src\main\resources\randomtests\CashPoint\testtest0.avalla
exec_CashPoint_73430f04-410f-4ffa-93a9-9e222723029b,CashPoint,r_enterPin(Till),4,2,2,3,0,src\main\resources\randomtests\CashPoint\testtest0.avalla
exec_CashPoint_73430f04-410f-4ffa-93a9-9e222723029b,CashPoint,r_insertCard(Till),0,0,0,0,0,src\main\resources\randomtests\CashPoint\testtest0.avalla
exec_Cassaforte_507df7ef-cdc1-42dc-86db-fd1cdfd0c64d,Cassaforte,r_Main(),2,2,2,2,2,none
exec_Certifier_nochoose_noundef_edf29cfb-2108-4f59-9622-171de2c9d480,Certifier_nochoose_noundef,r_wrongAnswer(),1,1,1,1,1,none
exec_Certifier_nochoose_noundef_edf29cfb-2108-4f59-9622-171de2c9d480,Certifier_nochoose_noundef,r_checkanswer(),1,0,1,0,0,none
exec_Certifier_nochoose_noundef_edf29cfb-2108-4f59-9622-171de2c9d480,Certifier_nochoose_noundef,r_wrongCheckLevel(),1,0,1,1,1,none
exec_Certifier_nochoose_noundef_edf29cfb-2108-4f59-9622-171de2c9d480,Certifier_nochoose_noundef,r_chooseshape(),0,0,0,4,4,none
exec_Certifier_nochoose_noundef_edf29cfb-2108-4f59-9622-171de2c9d480,Certifier_nochoose_noundef,r_goOut(),0,0,0,2,2,none
exec_Certifier_nochoose_noundef_edf29cfb-2108-4f59-9622-171de2c9d480,Certifier_nochoose_noundef,r_skip(),1,1,0,1,1,none
exec_Certifier_nochoose_noundef_edf29cfb-2108-4f59-9622-171de2c9d480,Certifier_nochoose_noundef,r_wrong(),1,1,0,2,1,none
exec_Certifier_nochoose_noundef_edf29cfb-2108-4f59-9622-171de2c9d480,Certifier_nochoose_noundef,r_exit(),2,0,1,2,0,none
exec_Certifier_nochoose_noundef_edf29cfb-2108-4f59-9622-171de2c9d480,Certifier_nochoose_noundef,r_test(),3,3,3,0,0,none
exec_Certifier_nochoose_noundef_edf29cfb-2108-4f59-9622-171de2c9d480,Certifier_nochoose_noundef,r_Main(),1,1,1,0,0,none
exec_CoffeeVendingMachineNC_e3c03cc9-b576-4041-963a-030ba13c5756,CoffeeVendingMachineNC,r_serveProduct(Product),0,0,0,2,2,none
exec_CoffeeVendingMachineNC_e3c03cc9-b576-4041-963a-030ba13c5756,CoffeeVendingMachineNC,r_Main(),6,5,2,0,0,none
exec_Contatore_U_DA_H_401bc4a3-d392-4b8e-8b85-fcda1dff91a2,Contatore_U_DA_H,r_Contatore(),1,1,1,0,0,none
exec_Contatore_U_DA_H_401bc4a3-d392-4b8e-8b85-fcda1dff91a2,Contatore_U_DA_H,r_upUnita(),1,0,1,1,1,none
exec_Dado_13216561-d614-465f-98fb-b33ed8819543,Dado,r_Main(),4,0,3,9,2,none
exec_Ferryman_70f62da8-330d-465c-a6ca-c15692527a54,Ferryman,r_MoveFerryman(),1,1,1,2,2,none
exec_Ferryman_70f62da8-330d-465c-a6ca-c15692527a54,Ferryman,r_ferrymanProblem(),1,0,1,1,0,none
exec_Ferryman_70f62da8-330d-465c-a6ca-c15692527a54,Ferryman,r_MoveCarry(),2,2,1,2,2,none
exec_Forno_5960a4fe-9b5d-416b-87eb-f9c77d22990d,Forno,r_Main(),4,2,4,7,3,none
exec_LIFT_8b1f57f2-0925-4650-b15d-efedf77cd3af,LIFT,"r_Fsm(Lift,State,Boolean,Rule(Lift),State)",1,1,1,1,1,none
exec_LIFT_8b1f57f2-0925-4650-b15d-efedf77cd3af,LIFT,"r_CancelRequest(Floor,Dir,Lift)",0,0,0,2,2,none
exec_LIFT_8b1f57f2-0925-4650-b15d-efedf77cd3af,LIFT,r_Main(),3,3,3,3,3,none
exec_LIFT_8b1f57f2-0925-4650-b15d-efedf77cd3af,LIFT,r_costraintCallFromTo(),0,0,0,1,1,none
exec_LIFT_8b1f57f2-0925-4650-b15d-efedf77cd3af,LIFT,r_costraintHasToDeliver(),0,0,0,1,1,none
exec_Phd_master_flat2_v1_5d3298c1-6849-44fe-a2ef-46050939192c,Phd_master_flat2_v1,r_Unassociated(),0,0,0,14,12,none
exec_Phd_master_flat2_v1_5d3298c1-6849-44fe-a2ef-46050939192c,Phd_master_flat2_v1,r_Operating(),0,0,0,18,4,none
exec_Phd_master_flat2_v1_5d3298c1-6849-44fe-a2ef-46050939192c,Phd_master_flat2_v1,r_Disassociating(),0,0,0,20,2,none
exec_Phd_master_flat2_v1_5d3298c1-6849-44fe-a2ef-46050939192c,Phd_master_flat2_v1,r_Main(),3,3,3,0,0,none
exec_Pillbox_1_f9b4e392-e6a3-4292-9316-15b88c7722eb,Pillbox_1,r_drawerOpened(),1,1,1,3,3,none
exec_Pillbox_1_f9b4e392-e6a3-4292-9316-15b88c7722eb,Pillbox_1,r_drawerClosed(),0,0,0,4,4,none
exec_Pillbox_1_f9b4e392-e6a3-4292-9316-15b88c7722eb,Pillbox_1,r_timeOutExpired_drawerOpened(),0,0,0,5,5,none
exec_Pillbox_1_f9b4e392-e6a3-4292-9316-15b88c7722eb,Pillbox_1,r_pillToBeTaken(),1,1,0,3,3,none
exec_Pillbox_1_f9b4e392-e6a3-4292-9316-15b88c7722eb,Pillbox_1,r_writeToFile(),0,0,0,0,0,none
exec_Pillbox_1_f9b4e392-e6a3-4292-9316-15b88c7722eb,Pillbox_1,r_Main(),16,14,13,3,3,none
exec_RailroadGate_43ba0bae-1032-4ace-a437-bd020f623dca,RailroadGate,r_Main(),2,1,0,4,1,none
exec_SiGistica_f3ea0e18-b6da-4aed-949b-9b038f576c43,SiGistica,r_rifornimento(),0,0,0,1,1,none
exec_SiGistica_f3ea0e18-b6da-4aed-949b-9b038f576c43,SiGistica,r_pagamento(),1,1,0,1,1,none
exec_SiGistica_f3ea0e18-b6da-4aed-949b-9b038f576c43,SiGistica,r_Main(),0,0,0,0,0,none
exec_SiGistica_f3ea0e18-b6da-4aed-949b-9b038f576c43,SiGistica,r_autista(),0,0,0,1,1,none
exec_SiGistica_f3ea0e18-b6da-4aed-949b-9b038f576c43,SiGistica,r_officina(UffLog),3,2,2,2,2,none
exec_SiGistica_f3ea0e18-b6da-4aed-949b-9b038f576c43,SiGistica,r_info(),1,1,0,1,1,none
exec_SiGistica_f3ea0e18-b6da-4aed-949b-9b038f576c43,SiGistica,r_choosePag(),0,0,0,0,0,none
exec_SIS_a094d53b-fd15-4387-b155-4d6e323e3653,SIS,r_2(),1,0,1,2,0,none
exec_SIS_a094d53b-fd15-4387-b155-4d6e323e3653,SIS,r_1(),1,0,1,1,0,none
exec_SIS_a094d53b-fd15-4387-b155-4d6e323e3653,SIS,r_4(),1,0,1,2,0,none
exec_SIS_a094d53b-fd15-4387-b155-4d6e323e3653,SIS,r_3(),1,0,1,1,0,none
exec_SIS_a094d53b-fd15-4387-b155-4d6e323e3653,SIS,r_6(),1,1,1,1,1,none
exec_SIS_a094d53b-fd15-4387-b155-4d6e323e3653,SIS,r_5(),1,1,1,1,1,none
exec_SIS_a094d53b-fd15-4387-b155-4d6e323e3653,SIS,r_Main(),0,0,0,0,0,none
exec_SIS_a094d53b-fd15-4387-b155-4d6e323e3653,SIS,r_7(),2,2,1,2,2,none
exec_SIS_a094d53b-fd15-4387-b155-4d6e323e3653,SIS,r_wp(),2,1,2,3,2,none
exec_SmartHome_77f22860-18aa-4d67-ac9c-1f86fdc9b54f,SmartHome,r_checkAirQualityMAPE_AQ(),1,1,1,2,2,"src\main\resources\randomtests\SmartHome\testtest0.avalla,src\main\resources\randomtests\SmartHome\testtest2.avalla,src\main\resources\randomtests\SmartHome\testtest4.avalla,src\main\resources\randomtests\SmartHome\testtest6.avalla,src\main\resources\randomtests\SmartHome\testtest8.avalla"
exec_SmartHome_77f22860-18aa-4d67-ac9c-1f86fdc9b54f,SmartHome,r_Main(),2,2,0,1,1,"src\main\resources\randomtests\SmartHome\testtest0.avalla,src\main\resources\randomtests\SmartHome\testtest2.avalla,src\main\resources\randomtests\SmartHome\testtest4.avalla,src\main\resources\randomtests\SmartHome\testtest6.avalla,src\main\resources\randomtests\SmartHome\testtest8.avalla"
exec_SmartHome_77f22860-18aa-4d67-ac9c-1f86fdc9b54f,SmartHome,r_manageTime(),1,1,1,3,1,"src\main\resources\randomtests\SmartHome\testtest0.avalla,src\main\resources\randomtests\SmartHome\testtest2.avalla,src\main\resources\randomtests\SmartHome\testtest4.avalla,src\main\resources\randomtests\SmartHome\testtest6.avalla,src\main\resources\randomtests\SmartHome\testtest8.avalla"
