asm_path,asm_name,n_macro,n_update,n_forall,n_branch,n_rule,approach,status,exec_time_ms,n_scenarios,n_step,n_set,n_check,macro_coverage,update_rule_coverage,forall_rule_coverage,branch_coverage,rule_coverage,n_failing_scenarios,n_val_error_scenarios,casemutator_score,chooserulemutator_score,condnegator_score,condremover_score,forallmutator_score,partoseqmutator_score,seqtoparmutator_score,ruleremover_score
../../../asm_examples/examples/smartHome/smartHomeNoMultiChannel.asm,smartHomeNoMultiChannel,24,25,0,34,95,random,NO_VALID_SCENARIOS,28.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null
../../../asm_examples/examples/hemodialysisDevice/ABZ2016/Hemodialysis_GM.asm,Hemodialysis_GM,5,2,0,3,11,random,OK,3.0,10,100,0,110,1.0,1.0,NaN,1.0,1.0,0,0,NaN,NaN,0.6666667,0.6666667,NaN,1.0,NaN,0.8
../../../asm_examples/examples/trafficLightCoSim/emptyModel.asm,emptyModel,1,0,0,0,1,random,OK,0.0,10,100,0,0,1.0,NaN,NaN,NaN,1.0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
../../../asm_examples/examples/RushHour/emptyCellAs0/RushHour.asm,RushHour,2,2,1,5,9,random,NO_VALID_SCENARIOS,143.0,10,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null
../../../asm_examples/examples/parkingSimple.asm,parkingSimple,1,2,0,2,4,random,OK,4.0,10,100,173,110,1.0,1.0,NaN,1.0,1.0,0,0,NaN,NaN,1.0,1.0,NaN,NaN,NaN,1.0
../../../asm_examples/examples/RushHour/RushHour.asm,RushHour,2,2,1,5,9,random,OK,2753.0,10,100,0,560,1.0,1.0,0.33333334,0.7,1.0,0,0,NaN,1.0,1.0,0.33333334,1.0,0.0,NaN,1.0
../../../asm_examples/examples/RushHour/emptyCellAs0/RushHourSimplForAsmetaSMV.asm,RushHourSimplForAsmetaSMV,2,2,1,5,11,random,OK,318.0,10,100,0,560,1.0,1.0,0.33333334,0.7,1.0,0,0,NaN,1.0,1.0,0.33333334,1.0,0.0,NaN,1.0
../../../asm_examples/unibgstudents/Prova.asm,Prova,3,2,0,4,9,random,OK,2.0,10,100,100,110,1.0,1.0,NaN,1.0,1.0,0,0,NaN,NaN,1.0,1.0,NaN,1.0,NaN,1.0
../../../asm_examples/examples/petriNets/forModelAdvisor/petriNet_forModelAdvisor_InconsUpdateViolation3.asm,petriNet_forModelAdvisor_InconsUpdateViolation3,2,2,2,3,7,random,MUTATION_ERR,850.0,10,100,0,200,1.0,1.0,0.33333334,0.6666667,1.0,0,0,null,null,null,null,null,null,null,null
../../../asm_examples/examples/railRoadGate/railroadGate.asm,railroadGate,1,4,0,2,7,random,OK,21.0,10,19,59,81,1.0,0.5,NaN,0.75,0.85714287,0,0,NaN,NaN,1.0,0.75,NaN,0.0,NaN,0.5714286
../../../asm_examples/examples/simple_example/AdvancedClock.asm,AdvancedClock,2,3,0,2,8,random,OK,9.0,10,100,0,110,0.5,0.33333334,NaN,0.25,0.375,0,0,NaN,NaN,0.0,0.0,NaN,0.0,NaN,0.25
